Defaulter,Total,Date,Time
0,67,2022/01/13,19:18:28
0,68,2022/01/13,19:18:28
0,69,2022/01/13,19:18:28
0,70,2022/01/13,19:18:28
0,71,2022/01/13,19:18:28
0,72,2022/01/13,19:18:28
0,73,2022/01/13,19:18:28
0,74,2022/01/13,19:18:28
0,75,2022/01/13,19:18:28
0,76,2022/01/13,19:18:28
0,77,2022/01/13,19:18:29
0,78,2022/01/13,19:18:29
0,79,2022/01/13,19:18:29
0,80,2022/01/13,19:18:29
0,81,2022/01/13,19:18:29
0,82,2022/01/13,19:18:29
0,83,2022/01/13,19:18:29
0,84,2022/01/13,19:18:29
0,85,2022/01/13,19:18:29
0,86,2022/01/13,19:18:29
0,87,2022/01/13,19:18:29
0,88,2022/01/13,19:18:29
0,89,2022/01/13,19:18:29
0,90,2022/01/13,19:18:29
0,91,2022/01/13,19:18:29
0,92,2022/01/13,19:18:29
0,93,2022/01/13,19:18:29
0,94,2022/01/13,19:18:29
0,95,2022/01/13,19:18:29
0,96,2022/01/13,19:18:29
0,97,2022/01/13,19:18:29
0,98,2022/01/13,19:18:29
0,99,2022/01/13,19:18:29
0,100,2022/01/13,19:18:29
0,101,2022/01/13,19:18:29
0,102,2022/01/13,19:18:29
0,103,2022/01/13,19:18:29
0,104,2022/01/13,19:18:29
0,105,2022/01/13,19:18:29
0,106,2022/01/13,19:18:29
0,107,2022/01/13,19:18:29
0,108,2022/01/13,19:18:29
0,109,2022/01/13,19:18:29
0,110,2022/01/13,19:18:29
0,111,2022/01/13,19:18:29
0,112,2022/01/13,19:18:29
0,113,2022/01/13,19:18:29
0,114,2022/01/13,19:18:29
0,115,2022/01/13,19:18:29
0,116,2022/01/13,19:18:29
0,117,2022/01/13,19:18:29
0,118,2022/01/13,19:18:30
0,119,2022/01/13,19:18:30
0,120,2022/01/13,19:18:30
0,121,2022/01/13,19:18:30
0,122,2022/01/13,19:18:30
0,123,2022/01/13,19:18:30
0,124,2022/01/13,19:18:30
0,125,2022/01/13,19:18:30
0,126,2022/01/13,19:18:30
0,127,2022/01/13,19:18:30
0,128,2022/01/13,19:18:30
0,129,2022/01/13,19:18:30
0,130,2022/01/13,19:18:30
0,131,2022/01/13,19:18:30
0,132,2022/01/13,19:18:30
0,133,2022/01/13,19:18:30
0,134,2022/01/13,19:18:30
0,135,2022/01/13,19:18:30
0,136,2022/01/13,19:18:30
0,137,2022/01/13,19:18:30
0,138,2022/01/13,19:18:30
0,139,2022/01/13,19:18:30
0,140,2022/01/13,19:18:30
0,141,2022/01/13,19:18:30
0,142,2022/01/13,19:18:30
0,143,2022/01/13,19:18:30
0,144,2022/01/13,19:18:30
0,145,2022/01/13,19:18:30
0,146,2022/01/13,19:18:30
0,147,2022/01/13,19:18:30
0,148,2022/01/13,19:18:30
0,149,2022/01/13,19:18:30
0,150,2022/01/13,19:18:30
0,151,2022/01/13,19:18:30
0,152,2022/01/13,19:18:30
0,153,2022/01/13,19:18:30
0,154,2022/01/13,19:18:30
0,155,2022/01/13,19:18:30
0,156,2022/01/13,19:18:30
0,157,2022/01/13,19:18:30
0,158,2022/01/13,19:18:30
0,159,2022/01/13,19:18:30
0,160,2022/01/13,19:18:30
0,161,2022/01/13,19:18:31
0,162,2022/01/13,19:18:31
0,163,2022/01/13,19:18:31
0,164,2022/01/13,19:18:31
0,165,2022/01/13,19:18:31
0,166,2022/01/13,19:18:31
0,167,2022/01/13,19:18:31
0,168,2022/01/13,19:18:31
0,169,2022/01/13,19:18:31
0,170,2022/01/13,19:18:31
0,171,2022/01/13,19:18:31
0,172,2022/01/13,19:18:31
0,173,2022/01/13,19:18:31
0,174,2022/01/13,19:18:31
0,175,2022/01/13,19:18:31
0,176,2022/01/13,19:18:31
0,177,2022/01/13,19:18:31
0,178,2022/01/13,19:18:31
0,179,2022/01/13,19:18:31
0,180,2022/01/13,19:18:31
0,181,2022/01/13,19:18:31
0,182,2022/01/13,19:18:31
0,183,2022/01/13,19:18:31
0,184,2022/01/13,19:18:31
0,185,2022/01/13,19:18:31
0,186,2022/01/13,19:18:31
0,187,2022/01/13,19:18:31
0,188,2022/01/13,19:18:31
0,189,2022/01/13,19:18:31
0,190,2022/01/13,19:18:31
0,191,2022/01/13,19:18:31
0,192,2022/01/13,19:18:31
0,193,2022/01/13,19:18:31
0,194,2022/01/13,19:18:31
0,195,2022/01/13,19:18:31
0,196,2022/01/13,19:18:31
0,197,2022/01/13,19:18:31
0,198,2022/01/13,19:18:31
0,199,2022/01/13,19:18:31
0,200,2022/01/13,19:18:31
0,201,2022/01/13,19:18:31
0,202,2022/01/13,19:18:31
0,203,2022/01/13,19:18:31
0,204,2022/01/13,19:18:31
0,205,2022/01/13,19:18:31
0,206,2022/01/13,19:18:32
0,207,2022/01/13,19:18:32
0,208,2022/01/13,19:18:32
0,209,2022/01/13,19:18:32
0,210,2022/01/13,19:18:32
0,211,2022/01/13,19:18:32
0,212,2022/01/13,19:18:32
0,213,2022/01/13,19:18:32
0,214,2022/01/13,19:18:32
0,215,2022/01/13,19:18:32
0,216,2022/01/13,19:18:32
0,217,2022/01/13,19:18:32
0,218,2022/01/13,19:18:32
0,219,2022/01/13,19:18:32
0,220,2022/01/13,19:18:32
0,221,2022/01/13,19:18:32
0,222,2022/01/13,19:18:32
0,223,2022/01/13,19:18:32
0,224,2022/01/13,19:18:32
0,225,2022/01/13,19:18:32
0,226,2022/01/13,19:18:32
0,227,2022/01/13,19:18:32
0,228,2022/01/13,19:18:32
0,229,2022/01/13,19:18:32
0,230,2022/01/13,19:18:32
0,231,2022/01/13,19:18:32
0,232,2022/01/13,19:18:32
0,233,2022/01/13,19:18:32
0,234,2022/01/13,19:18:32
0,235,2022/01/13,19:18:32
0,236,2022/01/13,19:18:32
0,237,2022/01/13,19:18:32
0,238,2022/01/13,19:18:32
0,239,2022/01/13,19:18:32
0,240,2022/01/13,19:18:32
0,241,2022/01/13,19:18:32
0,242,2022/01/13,19:18:32
0,243,2022/01/13,19:18:32
0,244,2022/01/13,19:18:32
0,245,2022/01/13,19:18:33
0,246,2022/01/13,19:18:33
0,247,2022/01/13,19:18:33
0,248,2022/01/13,19:18:33
0,249,2022/01/13,19:18:33
0,250,2022/01/13,19:18:33
0,251,2022/01/13,19:18:33
0,252,2022/01/13,19:18:33
0,253,2022/01/13,19:18:33
0,254,2022/01/13,19:18:33
0,255,2022/01/13,19:18:33
0,256,2022/01/13,19:18:33
0,257,2022/01/13,19:18:33
0,258,2022/01/13,19:18:33
0,259,2022/01/13,19:18:33
0,260,2022/01/13,19:18:33
0,261,2022/01/13,19:18:33
0,262,2022/01/13,19:18:33
0,263,2022/01/13,19:18:33
0,264,2022/01/13,19:18:33
0,265,2022/01/13,19:18:33
0,266,2022/01/13,19:18:33
0,267,2022/01/13,19:18:33
0,268,2022/01/13,19:18:33
0,269,2022/01/13,19:18:33
0,270,2022/01/13,19:18:33
0,271,2022/01/13,19:18:33
0,272,2022/01/13,19:18:33
0,273,2022/01/13,19:18:33
0,274,2022/01/13,19:18:33
0,275,2022/01/13,19:18:33
0,276,2022/01/13,19:18:33
1,277,2022/01/13,19:18:33
1,278,2022/01/13,19:18:34
1,279,2022/01/13,19:18:34
1,280,2022/01/13,19:18:34
1,281,2022/01/13,19:18:34
1,282,2022/01/13,19:18:34
2,283,2022/01/13,19:18:34
3,284,2022/01/13,19:18:34
3,285,2022/01/13,19:18:35
4,286,2022/01/13,19:18:35
4,287,2022/01/13,19:18:35
4,288,2022/01/13,19:18:35
4,289,2022/01/13,19:18:35
4,290,2022/01/13,19:18:35
4,291,2022/01/13,19:18:35
4,292,2022/01/13,19:18:35
4,293,2022/01/13,19:18:35
4,294,2022/01/13,19:18:35
4,295,2022/01/13,19:18:35
4,296,2022/01/13,19:18:35
5,297,2022/01/13,19:18:35
5,298,2022/01/13,19:18:35
5,299,2022/01/13,19:18:35
5,300,2022/01/13,19:18:35
5,301,2022/01/13,19:18:36
5,302,2022/01/13,19:18:36
5,303,2022/01/13,19:18:36
5,304,2022/01/13,19:18:36
5,305,2022/01/13,19:18:36
5,306,2022/01/13,19:18:36
5,307,2022/01/13,19:18:36
5,308,2022/01/13,19:18:36
5,309,2022/01/13,19:18:36
6,310,2022/01/13,19:18:36
6,311,2022/01/13,19:18:36
7,312,2022/01/13,19:18:36
7,313,2022/01/13,19:18:36
7,314,2022/01/13,19:18:36
7,315,2022/01/13,19:18:36
7,316,2022/01/13,19:18:36
7,317,2022/01/13,19:18:36
7,318,2022/01/13,19:18:37
7,319,2022/01/13,19:18:37
7,320,2022/01/13,19:18:37
7,321,2022/01/13,19:18:37
7,322,2022/01/13,19:18:37
7,323,2022/01/13,19:18:37
7,324,2022/01/13,19:18:37
7,325,2022/01/13,19:18:37
7,326,2022/01/13,19:18:37
7,327,2022/01/13,19:18:37
7,328,2022/01/13,19:18:37
7,329,2022/01/13,19:18:37
7,330,2022/01/13,19:18:37
7,331,2022/01/13,19:18:37
7,332,2022/01/13,19:18:37
7,333,2022/01/13,19:18:37
7,334,2022/01/13,19:18:37
7,335,2022/01/13,19:18:37
7,336,2022/01/13,19:18:37
7,337,2022/01/13,19:18:37
7,338,2022/01/13,19:18:37
7,339,2022/01/13,19:18:37
7,340,2022/01/13,19:18:37
7,341,2022/01/13,19:18:37
7,342,2022/01/13,19:18:37
7,343,2022/01/13,19:18:37
7,344,2022/01/13,19:18:37
7,345,2022/01/13,19:18:37
7,346,2022/01/13,19:18:37
7,347,2022/01/13,19:18:37
7,348,2022/01/13,19:18:37
7,349,2022/01/13,19:18:37
7,350,2022/01/13,19:18:38
7,351,2022/01/13,19:18:38
7,352,2022/01/13,19:18:38
7,353,2022/01/13,19:18:38
7,354,2022/01/13,19:18:38
7,355,2022/01/13,19:18:38
7,356,2022/01/13,19:18:38
7,357,2022/01/13,19:18:38
7,358,2022/01/13,19:18:38
7,359,2022/01/13,19:18:38
7,360,2022/01/13,19:18:38
7,361,2022/01/13,19:18:38
7,362,2022/01/13,19:18:38
7,363,2022/01/13,19:18:38
7,364,2022/01/13,19:18:38
7,365,2022/01/13,19:18:38
7,366,2022/01/13,19:18:38
7,367,2022/01/13,19:18:38
7,368,2022/01/13,19:18:38
7,369,2022/01/13,19:18:38
7,370,2022/01/13,19:18:38
7,371,2022/01/13,19:18:38
7,372,2022/01/13,19:18:38
7,373,2022/01/13,19:18:38
7,374,2022/01/13,19:18:38
7,375,2022/01/13,19:18:38
7,376,2022/01/13,19:18:38
7,377,2022/01/13,19:18:38
7,378,2022/01/13,19:18:38
7,379,2022/01/13,19:18:38
7,380,2022/01/13,19:18:38
7,381,2022/01/13,19:18:38
7,382,2022/01/13,19:18:38
7,383,2022/01/13,19:18:38
7,384,2022/01/13,19:18:38
7,385,2022/01/13,19:18:38
7,386,2022/01/13,19:18:38
7,387,2022/01/13,19:18:38
7,388,2022/01/13,19:18:38
7,389,2022/01/13,19:18:38
7,390,2022/01/13,19:18:38
7,391,2022/01/13,19:18:39
7,392,2022/01/13,19:18:39
7,393,2022/01/13,19:18:39
7,394,2022/01/13,19:18:39
7,395,2022/01/13,19:18:39
7,396,2022/01/13,19:18:39
7,397,2022/01/13,19:18:39
7,398,2022/01/13,19:18:39
7,399,2022/01/13,19:18:39
7,400,2022/01/13,19:18:39
7,401,2022/01/13,19:18:39
7,402,2022/01/13,19:18:39
7,403,2022/01/13,19:18:39
7,404,2022/01/13,19:18:39
7,405,2022/01/13,19:18:39
7,406,2022/01/13,19:18:39
7,407,2022/01/13,19:18:39
7,408,2022/01/13,19:18:39
7,409,2022/01/13,19:18:39
7,410,2022/01/13,19:18:39
7,411,2022/01/13,19:18:39
7,412,2022/01/13,19:18:39
7,413,2022/01/13,19:18:39
7,414,2022/01/13,19:18:39
7,415,2022/01/13,19:18:39
7,416,2022/01/13,19:18:39
7,417,2022/01/13,19:18:39
7,418,2022/01/13,19:18:39
7,419,2022/01/13,19:18:39
7,420,2022/01/13,19:18:39
7,421,2022/01/13,19:18:39
7,422,2022/01/13,19:18:39
7,423,2022/01/13,19:18:39
7,424,2022/01/13,19:18:39
7,425,2022/01/13,19:18:39
7,426,2022/01/13,19:18:39
7,427,2022/01/13,19:18:39
7,428,2022/01/13,19:18:39
7,429,2022/01/13,19:18:40
7,430,2022/01/13,19:18:40
7,431,2022/01/13,19:18:40
7,432,2022/01/13,19:18:40
7,433,2022/01/13,19:18:40
7,434,2022/01/13,19:18:40
7,435,2022/01/13,19:18:40
7,436,2022/01/13,19:18:40
7,437,2022/01/13,19:18:40
7,438,2022/01/13,19:18:40
7,439,2022/01/13,19:18:40
7,440,2022/01/13,19:18:40
7,441,2022/01/13,19:18:40
7,442,2022/01/13,19:18:40
7,443,2022/01/13,19:18:40
7,444,2022/01/13,19:18:40
7,445,2022/01/13,19:18:40
7,446,2022/01/13,19:18:40
7,447,2022/01/13,19:18:40
7,448,2022/01/13,19:18:40
7,449,2022/01/13,19:18:40
7,450,2022/01/13,19:18:40
7,451,2022/01/13,19:18:40
7,452,2022/01/13,19:18:40
7,453,2022/01/13,19:18:40
7,454,2022/01/13,19:18:40
7,455,2022/01/13,19:18:40
7,456,2022/01/13,19:18:40
7,457,2022/01/13,19:18:40
7,458,2022/01/13,19:18:40
7,459,2022/01/13,19:18:40
7,460,2022/01/13,19:18:40
7,461,2022/01/13,19:18:40
7,462,2022/01/13,19:18:40
7,463,2022/01/13,19:18:40
7,464,2022/01/13,19:18:40
7,465,2022/01/13,19:18:40
7,466,2022/01/13,19:18:40
7,467,2022/01/13,19:18:40
7,468,2022/01/13,19:18:40
7,469,2022/01/13,19:18:40
7,470,2022/01/13,19:18:40
7,471,2022/01/13,19:18:40
7,472,2022/01/13,19:18:40
7,473,2022/01/13,19:18:40
7,474,2022/01/13,19:18:40
7,475,2022/01/13,19:18:40
7,476,2022/01/13,19:18:41
7,477,2022/01/13,19:18:41
7,478,2022/01/13,19:18:41
7,479,2022/01/13,19:18:41
7,480,2022/01/13,19:18:41
7,481,2022/01/13,19:18:41
7,482,2022/01/13,19:18:41
7,483,2022/01/13,19:18:41
7,484,2022/01/13,19:18:41
7,485,2022/01/13,19:18:41
7,486,2022/01/13,19:18:41
7,487,2022/01/13,19:18:41
7,488,2022/01/13,19:18:41
7,489,2022/01/13,19:18:41
8,490,2022/01/13,19:18:41
8,491,2022/01/13,19:18:41
8,492,2022/01/13,19:18:41
8,493,2022/01/13,19:18:41
8,494,2022/01/13,19:18:41
8,495,2022/01/13,19:18:41
8,496,2022/01/13,19:18:41
8,497,2022/01/13,19:18:41
8,498,2022/01/13,19:18:41
8,499,2022/01/13,19:18:41
8,500,2022/01/13,19:18:41
8,501,2022/01/13,19:18:41
8,502,2022/01/13,19:18:41
8,503,2022/01/13,19:18:41
9,504,2022/01/13,19:18:41
9,505,2022/01/13,19:18:42
10,506,2022/01/13,19:18:42
10,507,2022/01/13,19:18:42
10,508,2022/01/13,19:18:42
11,509,2022/01/13,19:18:42
11,510,2022/01/13,19:18:42
11,511,2022/01/13,19:18:42
11,512,2022/01/13,19:18:42
11,513,2022/01/13,19:18:42
11,514,2022/01/13,19:18:42
11,515,2022/01/13,19:18:42
12,516,2022/01/13,19:18:42
12,517,2022/01/13,19:18:43
13,518,2022/01/13,19:18:43
13,519,2022/01/13,19:18:43
13,520,2022/01/13,19:18:43
13,521,2022/01/13,19:18:43
13,522,2022/01/13,19:18:43
13,523,2022/01/13,19:18:43
13,524,2022/01/13,19:18:43
13,525,2022/01/13,19:18:43
13,526,2022/01/13,19:18:43
13,527,2022/01/13,19:18:43
13,528,2022/01/13,19:18:43
13,529,2022/01/13,19:18:43
13,530,2022/01/13,19:18:43
13,531,2022/01/13,19:18:43
13,532,2022/01/13,19:18:43
13,533,2022/01/13,19:18:43
14,534,2022/01/13,19:18:43
14,535,2022/01/13,19:18:43
15,536,2022/01/13,19:18:43
15,537,2022/01/13,19:18:44
15,538,2022/01/13,19:18:44
15,539,2022/01/13,19:18:44
15,540,2022/01/13,19:18:44
15,541,2022/01/13,19:18:44
15,542,2022/01/13,19:18:44
15,543,2022/01/13,19:18:44
15,544,2022/01/13,19:18:44
15,545,2022/01/13,19:18:44
15,546,2022/01/13,19:18:44
15,547,2022/01/13,19:18:44
15,548,2022/01/13,19:18:44
15,549,2022/01/13,19:18:44
15,550,2022/01/13,19:18:44
15,551,2022/01/13,19:18:44
16,552,2022/01/13,19:18:44
16,553,2022/01/13,19:18:44
17,554,2022/01/13,19:18:44
17,555,2022/01/13,19:18:45
18,556,2022/01/13,19:18:45
19,557,2022/01/13,19:18:45
19,558,2022/01/13,19:18:45
19,559,2022/01/13,19:18:45
19,560,2022/01/13,19:18:45
19,561,2022/01/13,19:18:45
19,562,2022/01/13,19:18:45
19,563,2022/01/13,19:18:45
19,564,2022/01/13,19:18:45
19,565,2022/01/13,19:18:45
19,566,2022/01/13,19:18:45
20,567,2022/01/13,19:18:45
20,568,2022/01/13,19:18:46
21,569,2022/01/13,19:18:46
21,570,2022/01/13,19:18:46
21,571,2022/01/13,19:18:46
22,572,2022/01/13,19:18:46
23,573,2022/01/13,19:18:46
23,574,2022/01/13,19:18:47
23,575,2022/01/13,19:18:47
23,576,2022/01/13,19:18:47
23,577,2022/01/13,19:18:47
23,578,2022/01/13,19:18:47
23,579,2022/01/13,19:18:47
23,580,2022/01/13,19:18:47
23,581,2022/01/13,19:18:47
23,582,2022/01/13,19:18:47
23,583,2022/01/13,19:18:47
23,584,2022/01/13,19:18:47
23,585,2022/01/13,19:18:47
23,586,2022/01/13,19:18:47
23,587,2022/01/13,19:18:47
23,588,2022/01/13,19:18:47
23,589,2022/01/13,19:18:47
23,590,2022/01/13,19:18:47
24,591,2022/01/13,19:18:47
24,592,2022/01/13,19:18:47
24,593,2022/01/13,19:18:47
24,594,2022/01/13,19:18:47
24,595,2022/01/13,19:18:47
24,596,2022/01/13,19:18:47
24,597,2022/01/13,19:18:47
24,598,2022/01/13,19:18:47
24,599,2022/01/13,19:18:47
24,600,2022/01/13,19:18:47
25,601,2022/01/13,19:18:47
25,602,2022/01/13,19:18:47
25,603,2022/01/13,19:18:48
25,604,2022/01/13,19:18:48
25,605,2022/01/13,19:18:48
26,606,2022/01/13,19:18:48
26,607,2022/01/13,19:18:48
26,608,2022/01/13,19:18:48
26,609,2022/01/13,19:18:48
26,610,2022/01/13,19:18:48
26,611,2022/01/13,19:18:48
26,612,2022/01/13,19:18:48
26,613,2022/01/13,19:18:48
26,614,2022/01/13,19:18:48
26,615,2022/01/13,19:18:48
26,616,2022/01/13,19:18:48
26,617,2022/01/13,19:18:48
26,618,2022/01/13,19:18:48
26,619,2022/01/13,19:18:48
26,620,2022/01/13,19:18:48
26,621,2022/01/13,19:18:48
26,622,2022/01/13,19:18:48
26,623,2022/01/13,19:18:48
26,624,2022/01/13,19:18:48
26,625,2022/01/13,19:18:48
26,626,2022/01/13,19:18:48
26,627,2022/01/13,19:18:48
27,628,2022/01/13,19:18:48
27,629,2022/01/13,19:18:48
27,630,2022/01/13,19:18:48
28,631,2022/01/13,19:18:48
29,632,2022/01/13,19:18:49
30,633,2022/01/13,19:18:49
30,634,2022/01/13,19:18:49
30,635,2022/01/13,19:18:49
30,636,2022/01/13,19:18:50
30,637,2022/01/13,19:18:50
30,638,2022/01/13,19:18:50
31,639,2022/01/13,19:18:50
32,640,2022/01/13,19:18:50
32,641,2022/01/13,19:18:50
33,642,2022/01/13,19:18:50
33,643,2022/01/13,19:18:50
33,644,2022/01/13,19:18:50
33,645,2022/01/13,19:18:50
34,646,2022/01/13,19:18:50
35,647,2022/01/13,19:18:51
35,648,2022/01/13,19:18:51
35,649,2022/01/13,19:18:51
35,650,2022/01/13,19:18:51
35,651,2022/01/13,19:18:51
36,652,2022/01/13,19:18:51
36,653,2022/01/13,19:18:51
36,654,2022/01/13,19:18:51
36,655,2022/01/13,19:18:51
36,656,2022/01/13,19:18:51
37,657,2022/01/13,19:18:51
37,658,2022/01/13,19:18:51
38,659,2022/01/13,19:18:51
39,660,2022/01/13,19:18:52
